Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19
-0.14619473777505765,-1.024489988433222,-0.3797228658712352,0.9817068706287714,-1.211632508240483,1.6881897212842933,1.6209158578300704,1.5861051437544273,1.3247140954898238,0.22925230957104661,0.3457361223297726,-0.10446610631472378,1.1787590891711404,0.2986847485779156,-0.6059839018249276,0.7484728951870844,-1.2525739405384488,0.40609602213843726,1.7556943295801037,-0.9883751442106116
0.20616220831403562,0.5283788606330502,0.7008711915796217,-0.3228120775500584,0.2635094576967064,0.11486993145801619,-1.2920035324571169,-0.8982841764822153,-1.342629109854002,-0.8806410124550962,0.3500034606449388,0.822091035326731,-1.7879635376055594,-0.2747571707420579,0.7119331955288901,-1.5028007795544258,0.6256804525841415,-0.40260899742628037,-0.9913627249329923,1.0944779073693833
0.5470365357994139,1.1706394172750123,-1.5122928387843497,-1.6698691597146582,0.7057978380523915,0.3581209493917315,-0.3937990625141379,-1.6122256016593304,-2.738863738671159,0.38977608085622584,-1.1000851976311243,0.20314403965293623,0.48252894417735964,-0.5206047791537253,-0.30364224557750175,1.52897546445683,0.05941926829013339,-0.48106412573037455,-1.7920086251285534,-1.4795340441225702
1.0518998222078637,-0.7960665298091827,-1.2504335978056833,0.09905787741514674,-0.9078414058346284,0.8927285487236988,0.33626164774675826,0.9114147152500619,-0.33764554552047027,0.43341899350439095,1.5859099204745652,-0.8502566990937493,0.5961574439666949,-1.3997904501199232,1.1268910191474029,0.9624959887718242,0.21983922494397948,0.5290854494650572,1.0207364460363793,-1.373234657546767
0.6482876078653526,0.09423398798036632,0.8830218469844422,-0.6547761350632544,-0.5820696898589139,-0.9881669120018802,1.9460243302338978,-0.25412192670180167,-0.18151822449522784,-1.0594428930150481,1.1049543949272587,-1.047662846643973,0.7950593888853007,-0.13903325544220638,0.594368442726366,0.2884188800469177,1.5814469529876438,-0.8019494646371578,-0.2772909899064344,-1.3131474741686147
1.0513369243054598,0.4767892231323188,-0.9817917377972943,1.4209213784474068,0.6333332652552984,0.5447980691664043,0.5539307556574622,-0.7248342433615003,1.0059979558611871,1.2398135223592606,0.04311055316599094,1.6743552365954188,-0.7366269096715288,1.2744200505003591,0.2156998962296377,0.16973566770681958,-0.9410567682433285,-0.8276945330771449,-0.8028275801286194,-0.6254935541865804
1.3364736166483144,-0.6170023756871716,0.867169462323424,-0.9173231385097631,0.3622473093102763,-2.4922254379849695,0.7305977266960879,1.085778794671633,0.31856254229887887,-0.1575015489475423,0.1711789012176105,0.6617274611760805,0.1266699169955849,-0.10574074022594754,-1.0146259038048462,0.5358488376178833,-0.9779903396121181,-0.5189292274381808,1.197045037984757,0.7814361512880182
0.4954043066383292,0.3576669491173386,-0.5759950486625313,-1.3437684580384122,0.7747571587873131,0.1036429381708396,-1.5413186805997126,-0.20397603243991094,1.518100223881728,0.8951032257288648,0.25004766066599265,1.0886989865483658,0.19802148452713392,-1.7004852792650793,-1.5290992516383528,0.9972988473249617,-0.46107532214159874,0.17969471435028103,-0.23871889886747266,0.3079659204456303
0.09223987654596157,-1.3443036564761075,0.5593572214308672,0.4681893413311487,-1.167181913316925,1.646671746458064,-0.639867523344829,2.2096145518945214,0.6728171309043721,-1.1046402093524583,-0.2821624483959715,0.8658019852149396,-0.7195892798064044,-0.016461707043208314,-1.4340496225700745,0.2746051345972345,-0.3899118840772373,1.7208267677622722,2.441123365031835,1.7609474249650887
1.2085127153995443,-1.1624766043429482,-1.025671245412527,0.2659375381565748,-0.7774369910926054,0.8435639160385585,-0.6270472508433331,1.9398187240272775,-1.375339736036662,0.842252653864745,-0.0752718989270843,0.6050429145274762,0.21024254428875233,1.4744551944951536,-1.3847616676842598,-0.3838626814485672,0.1810572015798508,0.5312494007879142,2.142047587451372,-2.363534386220361
-1.0139227047656663,-0.9693275924009157,-0.15328993457028323,-0.9046823805443573,0.8686388824899803,-0.8081275785875786,0.29169058582464186,1.109603878449726,-0.4596748484482243,-0.9236483379951854,0.15731914305226982,-1.094192911025007,-0.8065791621124622,1.6181717075594702,1.3730358578365915,-0.6490482105457895,0.5944267483268605,0.2979591753284735,1.242706715272663,-1.1925163407730688
0.4102786467497468,-0.4805071462056907,0.7634085797001803,-0.5615497784883691,0.7565895577118412,-0.9241818184028538,-2.1107884702954047,0.8152728656096049,-1.4561002353877606,0.22901150249499785,0.2168706476086744,0.04085752865320169,-0.7724779387955587,-0.25404301863273476,-0.6393402947833526,0.7422370594309521,1.5506051536333798,-1.0863294387584517,0.8998046815113445,0.26484905738629294
-1.828378311306102,0.1009372504411227,-0.632528965438794,-0.15976599467215924,0.20845559938596395,-0.15677024037928014,0.6379970601437296,-0.4840166935564438,-0.09193208316561911,0.1977245418704118,0.8606908578413797,-0.5505061371412552,-0.7390448874553655,-0.12075726603663829,1.690806778954396,-0.3731294170394405,-0.8011231880224491,1.723211434461719,-0.5236492537317552,-1.0890512542918331
0.8559954316462757,0.43140704603196245,1.7476252412923203,0.49417132760759314,-0.2681497577383051,-0.2657815965732448,-0.5734810219615244,-0.3119684123610206,0.7206038352487998,1.3611523098543097,0.6750290893187275,0.180150055271213,-0.39304775189617147,0.818420444031513,-1.5161949407081265,2.2026281294440375,0.5601945386722029,-0.562290309526727,-0.3584862177155157,-0.2730406555521371
0.8223657821186302,0.7449283249780346,1.0024005994969465,1.323171178710234,0.49600703747019254,1.6540977346621426,0.3802224275988537,-1.4448332773872403,-1.1097657782653947,1.476650675917099,-0.6415459277241189,0.419140739117342,0.8786961121131694,-2.368491418868155,1.891549444752939,0.880651647479033,-0.008352725039524396,1.1094745613311519,-1.588536801557237,0.18510136379527392
